2024-07-19 11:38:10,769 [main] INFO  c.example.quizapp.QuizAppApplication ------ Starting QuizAppApplication using Java 18.0.2.1 with PID 14392 (C:\Users\haren\Desktop\REST\Rest_Mysql_App\target\classes started by haren in C:\Users\haren\Desktop\REST\Rest_Mysql_App) 
2024-07-22 14:15:15,785 [main] INFO  com.zaxxer.hikari.pool.HikariPool ------ HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@78545d40 
2024-07-22 14:15:15,787 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Start completed. 
2024-07-22 14:15:15,825 [main] WARN  org.hibernate.orm.deprecation ------ HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default) 
2024-07-22 14:15:16,583 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator ------ HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration) 
2024-07-22 14:15:16,653 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Initialized JPA EntityManagerFactory for persistence unit 'default' 
2024-07-22 14:15:16,922 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory ------ Hibernate is in classpath; If applicable, HQL parser will be used. 
2024-07-22 14:15:16,990 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration ------ spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
2024-07-22 14:15:17,504 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Starting ProtocolHandler ["http-nio-8080"] 
2024-07-22 14:15:17,528 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat started on port 8080 (http) with context path '/' 
2024-07-22 14:15:17,535 [main] INFO  c.example.quizapp.QuizAppApplication ------ Started QuizAppApplication in 4.239 seconds (process running for 4.686) 
2024-07-22 14:15:27,196 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring DispatcherServlet 'dispatcherServlet' 
2024-07-22 14:15:27,196 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet ------ Initializing Servlet 'dispatcherServlet' 
2024-07-22 14:15:27,197 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet ------ Completed initialization in 0 ms 
2024-07-22 14:15:58,034 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Closing JPA EntityManagerFactory for persistence unit 'default' 
2024-07-22 14:15:58,035 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown initiated... 
2024-07-22 14:15:58,038 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown completed. 
2024-07-22 14:26:19,476 [main] INFO  c.example.quizapp.QuizAppApplication ------ Starting QuizAppApplication using Java 18.0.2.1 with PID 26672 (C:\Users\haren\Desktop\REST\Rest_Mysql_App\target\classes started by haren in C:\Users\haren\Desktop\REST\Rest_Mysql_App) 
2024-07-22 14:26:19,481 [main] INFO  c.example.quizapp.QuizAppApplication ------ No active profile set, falling back to 1 default profile: "default" 
2024-07-22 14:26:20,093 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2024-07-22 14:26:20,142 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Finished Spring Data repository scanning in 41 ms. Found 2 JPA repository interfaces. 
2024-07-22 14:26:20,647 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat initialized with port 8080 (http) 
2024-07-22 14:26:20,657 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Initializing ProtocolHandler ["http-nio-8080"] 
2024-07-22 14:26:20,659 [main] INFO  o.a.catalina.core.StandardService ------ Starting service [Tomcat] 
2024-07-22 14:26:20,659 [main] INFO  o.a.catalina.core.StandardEngine ------ Starting Servlet engine: [Apache Tomcat/10.1.25] 
2024-07-22 14:26:20,713 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring embedded WebApplicationContext 
2024-07-22 14:26:20,715 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext ------ Root WebApplicationContext: initialization completed in 1177 ms 
2024-07-22 14:26:20,861 [main] INFO  o.h.jpa.internal.util.LogHelper ------ HHH000204: Processing PersistenceUnitInfo [name: default] 
2024-07-22 14:26:20,908 [main] INFO  org.hibernate.Version ------ HHH000412: Hibernate ORM core version 6.5.2.Final 
2024-07-22 14:26:20,934 [main] INFO  o.h.c.i.RegionFactoryInitiator ------ HHH000026: Second-level cache disabled 
2024-07-22 14:26:21,162 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo ------ No LoadTimeWeaver setup: ignoring JPA class transformer 
2024-07-22 14:26:21,184 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Starting... 
2024-07-22 14:26:21,326 [main] INFO  com.zaxxer.hikari.pool.HikariPool ------ HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@2ab8589a 
2024-07-22 14:26:21,328 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Start completed. 
2024-07-22 14:26:21,356 [main] WARN  org.hibernate.orm.deprecation ------ HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default) 
2024-07-22 14:26:22,001 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator ------ HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration) 
2024-07-22 14:26:22,067 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Initialized JPA EntityManagerFactory for persistence unit 'default' 
2024-07-22 14:26:22,249 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory ------ Hibernate is in classpath; If applicable, HQL parser will be used. 
2024-07-22 14:26:22,376 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration ------ spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
2024-07-22 14:26:22,414 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer ------ Global AuthenticationManager configured with UserDetailsService bean with name user 
2024-07-22 14:26:22,857 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Starting ProtocolHandler ["http-nio-8080"] 
2024-07-22 14:26:22,874 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat started on port 8080 (http) with context path '/' 
2024-07-22 14:26:22,882 [main] INFO  c.example.quizapp.QuizAppApplication ------ Started QuizAppApplication in 3.709 seconds (process running for 4.113) 
2024-07-22 14:26:29,940 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring DispatcherServlet 'dispatcherServlet' 
2024-07-22 14:26:29,940 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet ------ Initializing Servlet 'dispatcherServlet' 
2024-07-22 14:26:29,941 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet ------ Completed initialization in 1 ms 
2024-07-22 14:27:01,612 [http-nio-8080-exec-5] INFO  c.e.q.controller.QuestionController ------ serving a getAllQuestions request 
2024-07-22 14:27:45,839 [http-nio-8080-exec-7] INFO  c.e.q.controller.QuestionController ------ serving a getAllQuestions request 
2024-07-22 14:29:34,173 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Closing JPA EntityManagerFactory for persistence unit 'default' 
2024-07-22 14:29:34,175 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown initiated... 
2024-07-22 14:29:34,178 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown completed. 
2024-07-22 14:29:36,873 [main] INFO  c.example.quizapp.QuizAppApplication ------ Starting QuizAppApplication using Java 18.0.2.1 with PID 26516 (C:\Users\haren\Desktop\REST\Rest_Mysql_App\target\classes started by haren in C:\Users\haren\Desktop\REST\Rest_Mysql_App) 
2024-07-22 14:29:36,878 [main] INFO  c.example.quizapp.QuizAppApplication ------ No active profile set, falling back to 1 default profile: "default" 
2024-07-22 14:29:37,418 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2024-07-22 14:29:37,469 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Finished Spring Data repository scanning in 44 ms. Found 2 JPA repository interfaces. 
2024-07-22 14:29:37,989 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat initialized with port 8080 (http) 
2024-07-22 14:29:37,999 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Initializing ProtocolHandler ["http-nio-8080"] 
2024-07-22 14:29:38,002 [main] INFO  o.a.catalina.core.StandardService ------ Starting service [Tomcat] 
2024-07-22 14:29:38,003 [main] INFO  o.a.catalina.core.StandardEngine ------ Starting Servlet engine: [Apache Tomcat/10.1.25] 
2024-07-22 14:29:38,058 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring embedded WebApplicationContext 
2024-07-22 14:29:38,059 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext ------ Root WebApplicationContext: initialization completed in 1138 ms 
2024-07-22 14:29:38,211 [main] INFO  o.h.jpa.internal.util.LogHelper ------ HHH000204: Processing PersistenceUnitInfo [name: default] 
2024-07-22 14:29:38,266 [main] INFO  org.hibernate.Version ------ HHH000412: Hibernate ORM core version 6.5.2.Final 
2024-07-22 14:29:38,295 [main] INFO  o.h.c.i.RegionFactoryInitiator ------ HHH000026: Second-level cache disabled 
2024-07-22 14:29:38,532 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo ------ No LoadTimeWeaver setup: ignoring JPA class transformer 
2024-07-22 14:29:38,554 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Starting... 
2024-07-22 14:29:38,701 [main] INFO  com.zaxxer.hikari.pool.HikariPool ------ HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@144ee8a7 
2024-07-22 14:29:38,702 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Start completed. 
2024-07-22 14:29:38,730 [main] WARN  org.hibernate.orm.deprecation ------ HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default) 
2024-07-22 14:29:39,417 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator ------ HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration) 
2024-07-22 14:29:39,483 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Initialized JPA EntityManagerFactory for persistence unit 'default' 
2024-07-22 14:29:39,725 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory ------ Hibernate is in classpath; If applicable, HQL parser will be used. 
2024-07-22 14:29:39,798 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration ------ spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
2024-07-22 14:29:39,833 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer ------ Global AuthenticationManager configured with UserDetailsService bean with name user 
2024-07-22 14:29:40,243 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Starting ProtocolHandler ["http-nio-8080"] 
2024-07-22 14:29:40,268 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat started on port 8080 (http) with context path '/' 
2024-07-22 14:29:40,275 [main] INFO  c.example.quizapp.QuizAppApplication ------ Started QuizAppApplication in 3.69 seconds (process running for 4.138) 
2024-07-22 14:29:51,729 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring DispatcherServlet 'dispatcherServlet' 
2024-07-22 14:29:51,729 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet ------ Initializing Servlet 'dispatcherServlet' 
2024-07-22 14:29:51,730 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet ------ Completed initialization in 1 ms 
2024-07-22 14:30:23,834 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Closing JPA EntityManagerFactory for persistence unit 'default' 
2024-07-22 14:30:23,836 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown initiated... 
2024-07-22 14:30:23,839 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown completed. 
2024-07-22 14:30:26,471 [main] INFO  c.example.quizapp.QuizAppApplication ------ Starting QuizAppApplication using Java 18.0.2.1 with PID 11376 (C:\Users\haren\Desktop\REST\Rest_Mysql_App\target\classes started by haren in C:\Users\haren\Desktop\REST\Rest_Mysql_App) 
2024-07-22 14:30:26,476 [main] INFO  c.example.quizapp.QuizAppApplication ------ No active profile set, falling back to 1 default profile: "default" 
2024-07-22 14:30:27,086 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2024-07-22 14:30:27,140 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Finished Spring Data repository scanning in 47 ms. Found 2 JPA repository interfaces. 
2024-07-22 14:30:27,676 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat initialized with port 8080 (http) 
2024-07-22 14:30:27,687 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Initializing ProtocolHandler ["http-nio-8080"] 
2024-07-22 14:30:27,689 [main] INFO  o.a.catalina.core.StandardService ------ Starting service [Tomcat] 
2024-07-22 14:30:27,689 [main] INFO  o.a.catalina.core.StandardEngine ------ Starting Servlet engine: [Apache Tomcat/10.1.25] 
2024-07-22 14:30:27,748 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring embedded WebApplicationContext 
2024-07-22 14:30:27,749 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext ------ Root WebApplicationContext: initialization completed in 1226 ms 
2024-07-22 14:30:27,922 [main] INFO  o.h.jpa.internal.util.LogHelper ------ HHH000204: Processing PersistenceUnitInfo [name: default] 
2024-07-22 14:30:27,970 [main] INFO  org.hibernate.Version ------ HHH000412: Hibernate ORM core version 6.5.2.Final 
2024-07-22 14:30:28,001 [main] INFO  o.h.c.i.RegionFactoryInitiator ------ HHH000026: Second-level cache disabled 
2024-07-22 14:30:28,231 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo ------ No LoadTimeWeaver setup: ignoring JPA class transformer 
2024-07-22 14:30:28,254 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Starting... 
2024-07-22 14:30:28,396 [main] INFO  com.zaxxer.hikari.pool.HikariPool ------ HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@7ea3839e 
2024-07-22 14:30:28,397 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Start completed. 
2024-07-22 14:30:28,426 [main] WARN  org.hibernate.orm.deprecation ------ HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default) 
2024-07-22 14:30:29,079 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator ------ HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration) 
2024-07-22 14:30:29,146 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Initialized JPA EntityManagerFactory for persistence unit 'default' 
2024-07-22 14:30:29,362 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory ------ Hibernate is in classpath; If applicable, HQL parser will be used. 
2024-07-22 14:30:29,427 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration ------ spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
2024-07-22 14:30:29,459 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer ------ Global AuthenticationManager configured with UserDetailsService bean with name user 
2024-07-22 14:30:30,028 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Starting ProtocolHandler ["http-nio-8080"] 
2024-07-22 14:30:30,067 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat started on port 8080 (http) with context path '/' 
2024-07-22 14:30:30,077 [main] INFO  c.example.quizapp.QuizAppApplication ------ Started QuizAppApplication in 3.897 seconds (process running for 4.293) 
2024-07-22 14:30:32,384 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring DispatcherServlet 'dispatcherServlet' 
2024-07-22 14:30:32,384 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet ------ Initializing Servlet 'dispatcherServlet' 
2024-07-22 14:30:32,386 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet ------ Completed initialization in 1 ms 
2024-07-22 15:25:53,147 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Closing JPA EntityManagerFactory for persistence unit 'default' 
2024-07-22 15:25:53,152 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown initiated... 
2024-07-22 15:25:53,155 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown completed. 
2024-07-22 16:08:45,475 [main] INFO  c.example.quizapp.QuizAppApplication ------ Starting QuizAppApplication using Java 18.0.2.1 with PID 15880 (C:\Users\haren\Desktop\REST\Rest_Mysql_App\target\classes started by haren in C:\Users\haren\Desktop\REST\Rest_Mysql_App) 
2024-07-22 16:08:45,480 [main] INFO  c.example.quizapp.QuizAppApplication ------ No active profile set, falling back to 1 default profile: "default" 
2024-07-22 16:08:46,118 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2024-07-22 16:08:46,176 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Finished Spring Data repository scanning in 51 ms. Found 2 JPA repository interfaces. 
2024-07-22 16:08:46,708 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat initialized with port 8080 (http) 
2024-07-22 16:08:46,717 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Initializing ProtocolHandler ["http-nio-8080"] 
2024-07-22 16:08:46,720 [main] INFO  o.a.catalina.core.StandardService ------ Starting service [Tomcat] 
2024-07-22 16:08:46,720 [main] INFO  o.a.catalina.core.StandardEngine ------ Starting Servlet engine: [Apache Tomcat/10.1.25] 
2024-07-22 16:08:46,775 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring embedded WebApplicationContext 
2024-07-22 16:08:46,776 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext ------ Root WebApplicationContext: initialization completed in 1226 ms 
2024-07-22 16:08:46,953 [main] INFO  o.h.jpa.internal.util.LogHelper ------ HHH000204: Processing PersistenceUnitInfo [name: default] 
2024-07-22 16:08:47,016 [main] INFO  org.hibernate.Version ------ HHH000412: Hibernate ORM core version 6.5.2.Final 
2024-07-22 16:08:47,051 [main] INFO  o.h.c.i.RegionFactoryInitiator ------ HHH000026: Second-level cache disabled 
2024-07-22 16:08:47,309 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo ------ No LoadTimeWeaver setup: ignoring JPA class transformer 
2024-07-22 16:08:47,331 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Starting... 
2024-07-22 16:08:47,491 [main] INFO  com.zaxxer.hikari.pool.HikariPool ------ HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@21b744ec 
2024-07-22 16:08:47,493 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Start completed. 
2024-07-22 16:08:47,524 [main] WARN  org.hibernate.orm.deprecation ------ HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default) 
2024-07-22 16:08:48,252 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator ------ HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration) 
2024-07-22 16:08:48,328 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Initialized JPA EntityManagerFactory for persistence unit 'default' 
2024-07-22 16:08:48,611 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory ------ Hibernate is in classpath; If applicable, HQL parser will be used. 
2024-07-22 16:08:48,688 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration ------ spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
2024-07-22 16:08:48,723 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer ------ Global AuthenticationManager configured with UserDetailsService bean with name user 
2024-07-22 16:08:49,263 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Starting ProtocolHandler ["http-nio-8080"] 
2024-07-22 16:08:49,281 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat started on port 8080 (http) with context path '/' 
2024-07-22 16:08:49,290 [main] INFO  c.example.quizapp.QuizAppApplication ------ Started QuizAppApplication in 4.144 seconds (process running for 4.598) 
2024-07-22 17:00:54,345 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Closing JPA EntityManagerFactory for persistence unit 'default' 
2024-07-22 17:00:54,357 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown initiated... 
2024-07-22 17:00:54,360 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown completed. 
2024-08-27 08:49:52,143 [main] INFO  c.example.quizapp.QuizAppApplication ------ Starting QuizAppApplication using Java 18.0.2.1 with PID 28752 (C:\Users\haren\Desktop\REST\Rest_Mysql_App\target\classes started by haren in C:\Users\haren\Desktop\REST\Rest_Mysql_App) 
2024-08-27 08:49:52,146 [main] INFO  c.example.quizapp.QuizAppApplication ------ No active profile set, falling back to 1 default profile: "default" 
2024-08-27 08:49:52,810 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2024-08-27 08:49:52,861 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Finished Spring Data repository scanning in 43 ms. Found 2 JPA repository interfaces. 
2024-08-27 08:49:53,391 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat initialized with port 8080 (http) 
2024-08-27 08:49:53,402 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Initializing ProtocolHandler ["http-nio-8080"] 
2024-08-27 08:49:53,405 [main] INFO  o.a.catalina.core.StandardService ------ Starting service [Tomcat] 
2024-08-27 08:49:53,405 [main] INFO  o.a.catalina.core.StandardEngine ------ Starting Servlet engine: [Apache Tomcat/10.1.25] 
2024-08-27 08:49:53,467 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring embedded WebApplicationContext 
2024-08-27 08:49:53,468 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext ------ Root WebApplicationContext: initialization completed in 1272 ms 
2024-08-27 08:49:53,636 [main] INFO  o.h.jpa.internal.util.LogHelper ------ HHH000204: Processing PersistenceUnitInfo [name: default] 
2024-08-27 08:49:53,695 [main] INFO  org.hibernate.Version ------ HHH000412: Hibernate ORM core version 6.5.2.Final 
2024-08-27 08:49:53,728 [main] INFO  o.h.c.i.RegionFactoryInitiator ------ HHH000026: Second-level cache disabled 
2024-08-27 08:49:53,983 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo ------ No LoadTimeWeaver setup: ignoring JPA class transformer 
2024-08-27 08:49:54,010 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Starting... 
2024-08-27 08:49:54,210 [main] INFO  com.zaxxer.hikari.pool.HikariPool ------ HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@7de3206d 
2024-08-27 08:49:54,211 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Start completed. 
2024-08-27 08:49:54,261 [main] WARN  org.hibernate.orm.deprecation ------ HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default) 
2024-08-27 08:49:54,997 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator ------ HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration) 
2024-08-27 08:49:55,100 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Initialized JPA EntityManagerFactory for persistence unit 'default' 
2024-08-27 08:49:55,309 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory ------ Hibernate is in classpath; If applicable, HQL parser will be used. 
2024-08-27 08:49:55,430 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration ------ spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
2024-08-27 08:49:55,931 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Starting ProtocolHandler ["http-nio-8080"] 
2024-08-27 08:49:55,949 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat started on port 8080 (http) with context path '/' 
2024-08-27 08:49:55,958 [main] INFO  c.example.quizapp.QuizAppApplication ------ Started QuizAppApplication in 4.139 seconds (process running for 4.659) 
2024-08-27 08:50:50,904 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring DispatcherServlet 'dispatcherServlet' 
2024-08-27 08:50:50,905 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet ------ Initializing Servlet 'dispatcherServlet' 
2024-08-27 08:50:50,906 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet ------ Completed initialization in 1 ms 
2024-08-27 08:54:48,416 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Closing JPA EntityManagerFactory for persistence unit 'default' 
2024-08-27 08:54:48,418 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown initiated... 
2024-08-27 08:54:48,421 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown completed. 
2024-08-27 08:54:50,121 [main] INFO  c.example.quizapp.QuizAppApplication ------ Starting QuizAppApplication using Java 18.0.2.1 with PID 3148 (C:\Users\haren\Desktop\REST\Rest_Mysql_App\target\classes started by haren in C:\Users\haren\Desktop\REST\Rest_Mysql_App) 
2024-08-27 08:54:50,126 [main] INFO  c.example.quizapp.QuizAppApplication ------ No active profile set, falling back to 1 default profile: "default" 
